Category,La Paz
Total_doses_administered,19091
Total_people_one_dose,9322
Total_people_complete,7745
total_pouluation,9322
Male-65 years and older,2524
Male-55-64 years,654
Male-45-54 years,333
Male-20-44 years,717
Male-Less than 20 years,415
Female-65 years and older,2496
Female-55-64 years,763
Female-45-54 years,388
Female-20-44 years,627
Female-Less than 20 years,387
"Black or African American, non-Hispanic",42
"Asian or Pacific Islander, non-Hispanic",92
"American Indian or Alaska Native, non-Hispanic",567
Other Race,1211
Hispanic or Latino,1408
Unknown,1942
"White, non-Hispanic",4060
