Category,Apache
Total_doses_administered,76308
Total_people_one_dose,34188
Total_people_complete,29103
total_pouluation,34188
Male-65 years and older,3096
Male-55-64 years,2291
Male-45-54 years,1865
Male-20-44 years,4610
Male-Less than 20 years,4733
Female-65 years and older,3753
Female-55-64 years,2516
Female-45-54 years,1915
Female-20-44 years,4552
Female-Less than 20 years,4846
"Black or African American, non-Hispanic",66
"Asian or Pacific Islander, non-Hispanic",158
Hispanic or Latino,652
Unknown,1219
Other Race,1239
"White, non-Hispanic",3907
"American Indian or Alaska Native, non-Hispanic",26947
