Category,Mohave
Total_doses_administered,202199
Total_people_one_dose,94821
Total_people_complete,80013
total_pouluation,94821
Male-65 years and older,21906
Male-55-64 years,8574
Male-45-54 years,4508
Male-20-44 years,8054
Male-Less than 20 years,2085
Female-65 years and older,23916
Female-55-64 years,9933
Female-45-54 years,5046
Female-20-44 years,8313
Female-Less than 20 years,2305
"Black or African American, non-Hispanic",674
"American Indian or Alaska Native, non-Hispanic",791
"Asian or Pacific Islander, non-Hispanic",1468
Hispanic or Latino,7896
Unknown,11719
Other Race,14855
"White, non-Hispanic",57418
