Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,10751254,76308,213218,190574,42292,10228,60878,19091,6266085,202199,118187,537306,1731345,129483,282425,352829
Total_people_complete,4212687,29103,83050,75231,17030,4055,23926,7745,2482201,80013,46285,217718,666554,49904,109310,139173
total_pouluation,7189020,34188,94087,91001,19188,4505,27292,9322,2828350,94821,54782,248220,772594,65858,128791,172768
Total_people_one_dose,4953017,34188,94087,91001,19188,4505,27292,9322,2828350,94821,54782,248220,772594,65858,128791,172768
Male-65 years and older,591944,3096,8455,12036,1995,517,5985,2524,298841,21906,7733,39149,92304,4810,28512,18066
Male-55-64 years,343703,2291,6059,6019,1365,388,2265,654,197494,8574,3894,17486,50025,3547,10072,11258
Male-45-54 years,311852,1865,5788,4822,1316,337,1299,333,193197,4508,2962,15306,43925,3807,5507,9799
Male-20-44 years,786261,4610,17589,12981,3259,811,2580,717,467010,8054,6640,36876,118883,10041,11314,30563
Male-Less than 20 years,314718,4733,6907,7211,1300,247,932,415,177292,2085,5368,12768,52989,9387,3332,15010
Female-65 years and older,718099,3753,9461,14055,2474,524,6355,2496,372880,23916,8763,44609,118749,5873,34403,20640
Female-55-64 years,390358,2516,6735,7111,1510,317,2667,763,221286,9933,4409,20032,59563,3997,12688,12074
Female-45-54 years,335556,1915,5760,5409,1245,337,1446,388,208682,5046,3013,15581,49593,4212,6566,10724
Female-20-44 years,821416,4552,20063,13756,3297,772,2744,627,498735,8313,6549,33145,130910,10777,11482,28518
Female-Less than 20 years,319215,4846,7092,7498,1416,253,963,387,178623,2305,5413,12653,54017,9294,3682,15422
"Black or African American, non-Hispanic",152465,66,828,1706,83,55,96,42,111928,674,224,9216,18009,59,648,904
"Asian or Pacific Islander, non-Hispanic",190435,158,1728,1594,66,51,225,92,144334,1468,414,4956,23220,189,1662,1278
"American Indian or Alaska Native, non-Hispanic",221966,26947,24107,389,5832,127,2974,567,55564,791,25652,10584,16441,56,1552,1259
Unknown,445737,1219,11342,11020,3821,301,4537,1942,191632,11719,2586,30166,66553,6376,19027,30842
Other Race,691927,1239,8065,12726,863,98,4391,1211,444801,14855,6506,29550,94406,3679,19036,20938
Hispanic or Latino,966534,652,7651,28339,2856,2038,1592,1408,496277,7896,2805,42165,200498,47834,9256,79845
"White, non-Hispanic",2283953,3907,40366,35227,5667,1835,13477,4060,1383814,57418,16595,121583,353467,7665,77610,37702
