Category,Navajo
Total_doses_administered,118187
Total_people_one_dose,54782
Total_people_complete,46285
total_pouluation,54782
Male-65 years and older,7733
Male-55-64 years,3894
Male-45-54 years,2962
Male-20-44 years,6640
Male-Less than 20 years,5368
Female-65 years and older,8763
Female-55-64 years,4409
Female-45-54 years,3013
Female-20-44 years,6549
Female-Less than 20 years,5413
"Black or African American, non-Hispanic",224
"Asian or Pacific Islander, non-Hispanic",414
Unknown,2586
Hispanic or Latino,2805
Other Race,6506
"White, non-Hispanic",16595
"American Indian or Alaska Native, non-Hispanic",25652
