Category,Santa Cruz
Total_doses_administered,129483
Total_people_one_dose,65858
Total_people_complete,49904
total_pouluation,65858
Male-65 years and older,4810
Male-55-64 years,3547
Male-45-54 years,3807
Male-20-44 years,10041
Male-Less than 20 years,9387
Female-65 years and older,5873
Female-55-64 years,3997
Female-45-54 years,4212
Female-20-44 years,10777
Female-Less than 20 years,9294
"American Indian or Alaska Native, non-Hispanic",56
"Black or African American, non-Hispanic",59
"Asian or Pacific Islander, non-Hispanic",189
Other Race,3679
Unknown,6376
"White, non-Hispanic",7665
Hispanic or Latino,47834
