Category,Maricopa
Total_doses_administered,6266085
Total_people_one_dose,2828350
Total_people_complete,2482201
total_pouluation,2828350
Male-65 years and older,298841
Male-55-64 years,197494
Male-45-54 years,193197
Male-20-44 years,467010
Male-Less than 20 years,177292
Female-65 years and older,372880
Female-55-64 years,221286
Female-45-54 years,208682
Female-20-44 years,498735
Female-Less than 20 years,178623
"American Indian or Alaska Native, non-Hispanic",55564
"Black or African American, non-Hispanic",111928
"Asian or Pacific Islander, non-Hispanic",144334
Unknown,191632
Other Race,444801
Hispanic or Latino,496277
"White, non-Hispanic",1383814
