Category,Pinal
Total_doses_administered,288378
Total_people_one_dose,162841
Total_people_complete,146708
Total_doses_ordered,196665
total_pouluation,455210
Male-65 years and older,29073
Male-55-64 years,12878
Male-45-54 years,11452
Male-20-44 years,24741
Male-Less than 20 years,3878
Female-65 years and older,33391
Female-55-64 years,13912
Female-45-54 years,10332
Female-20-44 years,18463
Female-Less than 20 years,4132
"Asian or Pacific Islander, non-Hispanic",0.018459724516553
"Black or African American, non-Hispanic",0.0264798177363195
"American Indian or Alaska Native, non-Hispanic",0.0471994153806474
Other Race,0.1081422983155348
Hispanic or Latino,0.1507421349660098
Unknown,0.2034868368531267
"White, non-Hispanic",0.445489772231809
