Category,Yuma
Total_doses_administered,193810
Total_people_one_dose,108951
Total_people_complete,94460
Total_doses_ordered,139268
total_pouluation,229957
Male-65 years and older,15478
Male-55-64 years,8348
Male-45-54 years,7174
Male-20-44 years,20177
Male-Less than 20 years,3162
Female-65 years and older,17565
Female-55-64 years,8874
Female-45-54 years,7425
Female-20-44 years,16940
Female-Less than 20 years,3494
"Black or African American, non-Hispanic",0.0053418509238098
"Asian or Pacific Islander, non-Hispanic",0.0059935200227625
"American Indian or Alaska Native, non-Hispanic",0.0130058466650145
Other Race,0.0902240456719076
"White, non-Hispanic",0.1821277455002708
Unknown,0.2952611724536719
Hispanic or Latino,0.408045818762563
