date,hospitalizations
2020-08-20,1
2020-08-19,8
2020-08-18,29
2020-08-17,77
2020-08-16,73
2020-08-15,69
2020-08-14,82
2020-08-13,95
2020-08-12,107
2020-08-11,117
2020-08-10,110
2020-08-09,76
2020-08-08,95
2020-08-07,119
2020-08-06,133
2020-08-05,142
2020-08-04,180
2020-08-03,195
2020-08-02,135
2020-08-01,88
2020-07-31,182
2020-07-30,211
2020-07-29,182
2020-07-28,262
2020-07-27,326
2020-07-26,181
2020-07-25,236
2020-07-24,287
2020-07-23,324
2020-07-22,312
2020-07-21,321
2020-07-20,380
2020-07-19,278
2020-07-18,316
2020-07-17,375
2020-07-16,445
2020-07-15,549
2020-07-14,576
2020-07-13,579
2020-07-12,351
2020-07-11,439
2020-07-10,384
2020-07-09,321
2020-07-08,281
2020-07-07,290
2020-07-06,323
2020-07-05,294
2020-07-04,272
2020-07-03,276
2020-07-02,293
2020-07-01,313
2020-06-30,312
2020-06-29,287
2020-06-28,229
2020-06-27,238
2020-06-26,259
2020-06-25,263
2020-06-24,239
2020-06-23,240
2020-06-22,245
2020-06-21,204
2020-06-20,183
2020-06-19,223
2020-06-18,186
2020-06-17,170
2020-06-16,169
2020-06-15,191
2020-06-14,136
2020-06-13,143
2020-06-12,134
2020-06-11,132
2020-06-10,118
2020-06-09,136
2020-06-08,139
2020-06-07,109
2020-06-06,105
2020-06-05,102
2020-06-04,92
2020-06-03,106
2020-06-02,108
2020-06-01,111
2020-05-31,66
2020-05-30,70
2020-05-29,74
2020-05-28,72
2020-05-27,80
2020-05-26,76
2020-05-25,72
2020-05-24,63
2020-05-23,63
2020-05-22,75
2020-05-21,68
2020-05-20,62
2020-05-19,50
2020-05-18,70
2020-05-17,45
2020-05-16,49
2020-05-15,53
2020-05-14,69
2020-05-13,52
2020-05-12,58
2020-05-11,51
2020-05-10,37
2020-05-09,43
2020-05-08,62
2020-05-07,46
2020-05-06,56
2020-05-05,60
2020-05-04,51
2020-05-03,55
2020-05-02,46
2020-05-01,52
2020-04-30,56
2020-04-29,63
2020-04-28,51
2020-04-27,60
2020-04-26,44
2020-04-25,48
2020-04-24,55
2020-04-23,46
2020-04-22,45
2020-04-21,31
2020-04-20,69
2020-04-19,48
2020-04-18,51
2020-04-17,31
2020-04-16,44
2020-04-15,43
2020-04-14,49
2020-04-13,48
2020-04-12,38
2020-04-11,43
2020-04-10,46
2020-04-09,44
2020-04-08,54
2020-04-07,34
2020-04-06,59
2020-04-05,49
2020-04-04,44
2020-04-03,51
2020-04-02,34
2020-04-01,48
2020-03-31,54
2020-03-30,52
2020-03-29,41
2020-03-28,45
2020-03-27,39
2020-03-26,40
2020-03-25,44
2020-03-24,30
2020-03-23,45
2020-03-22,17
2020-03-21,20
2020-03-20,21
2020-03-19,18
2020-03-18,12
2020-03-17,13
2020-03-16,6
2020-03-15,10
2020-03-14,4
2020-03-13,6
2020-03-12,5
2020-03-11,3
2020-03-09,3
2020-03-08,1
2020-03-06,1
2020-03-05,1
2020-03-04,1
2020-03-03,1
2020-02-28,1
2020-02-21,1
