Category,Gila
Total_doses_administered,51375
Total_people_one_dose,28699
Total_people_complete,25329
Total_doses_ordered,36710
total_pouluation,55159
Male-65 years and older,5843
Male-55-64 years,2617
Male-45-54 years,1596
Male-20-44 years,3081
Male-Less than 20 years,690
Female-65 years and older,6202
Female-55-64 years,2901
Female-45-54 years,1697
Female-20-44 years,3203
Female-Less than 20 years,809
"Black or African American, non-Hispanic",94
"Asian or Pacific Islander, non-Hispanic",257
Hispanic or Latino,1276
Other Race,4773
Unknown,5372
"American Indian or Alaska Native, non-Hispanic",5703
"White, non-Hispanic",11224
