Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,7039043,31696,148592,118391,20927,8445,51375,17499,2952251,152516,74244,306520,925810,68591,186841,207486
Total_people_complete,3407296,11599,73281,58476,10353,4229,25329,8594,1451689,72361,35783,154433,461723,34502,89803,99726
Total_doses_ordered,5255270,16600,97568,89070,19250,9770,36710,18600,1587440,126950,40790,196918,615438,49212,166680,141758
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,3878063,17803,81721,66755,11647,4805,28699,9627,1690581,87833,41717,175526,521922,38442,107160,117692
Male-65 years and older,513933,1908,7645,10650,1639,551,5843,3122,178512,21383,6763,29722,72405,3585,23778,15852
Male-55-64 years,294993,1264,5969,5147,974,597,2617,692,124882,8311,3496,13593,36322,2611,8395,8751
Male-45-54 years,254643,971,5378,3710,853,486,1596,317,122707,4212,2459,12466,31162,3002,4819,7658
Male-20-44 years,596906,2305,16179,9518,1984,1025,3081,518,281499,6942,5193,28030,75799,7507,9327,21900
Male-Less than 20 years,151596,2395,3045,2498,316,49,690,132,74695,1125,2742,5216,19640,2422,1872,4507
Female-65 years and older,634149,2016,8748,12591,2060,526,6202,3026,231782,23821,7441,34077,95442,4336,29694,17915
Female-55-64 years,340184,1387,6698,6175,1117,411,2901,851,144235,9702,3743,14526,45015,2655,10768,9225
Female-45-54 years,280015,960,5527,4288,767,366,1697,350,136753,4471,2487,11208,36930,2864,5603,7898
Female-20-44 years,631862,2109,18656,9513,1553,746,3203,458,306336,6432,4508,20796,87419,6926,9479,18792
Female-Less than 20 years,160388,2478,3797,2574,373,45,809,141,77412,1279,2852,5300,20853,2465,2115,4839
"Black or African American, non-Hispanic",104776,268,585,1239,68,46,94,30,64708,600,214,4949,10072,32,533,654
"American Indian or Alaska Native, non-Hispanic",113918,10348,17041,314,976,84,5703,184,35867,881,14824,8462,10809,16,1058,1540
"Asian or Pacific Islander, non-Hispanic",147159,162,1211,1286,61,48,257,72,79894,1260,400,3185,13232,98,1394,711
Unknown,420741,992,16865,8911,3745,386,5372,2636,167686,14949,2099,35487,83877,2338,27130,33257
Hispanic or Latino,641350,1728,5671,16101,1915,2119,1276,992,302936,6074,2171,27478,121846,29188,6554,49852
Other Race,655193,1193,9451,10159,903,130,4773,1099,259036,15711,8047,18716,65834,2009,16424,10400
"White, non-Hispanic",1794926,3112,30897,28745,3979,1992,11224,4614,780454,48358,13962,77249,216252,4761,54067,21278
