Category,Santa Cruz
Total_doses_administered,68591
Total_people_one_dose,38442
Total_people_complete,34502
Total_doses_ordered,49212
total_pouluation,53161
Male-65 years and older,3585
Male-55-64 years,2611
Male-45-54 years,3002
Male-20-44 years,7507
Male-Less than 20 years,2422
Female-65 years and older,4336
Female-55-64 years,2655
Female-45-54 years,2864
Female-20-44 years,6926
Female-Less than 20 years,2465
"American Indian or Alaska Native, non-Hispanic",16
"Black or African American, non-Hispanic",32
"Asian or Pacific Islander, non-Hispanic",98
Other Race,2009
Unknown,2338
"White, non-Hispanic",4761
Hispanic or Latino,29188
