Category,La Paz
Total_doses_administered,17499
Total_people_one_dose,9627
Total_people_complete,8594
Total_doses_ordered,18600
total_pouluation,22085
Male-65 years and older,3122
Male-55-64 years,692
Male-45-54 years,317
Male-20-44 years,518
Male-Less than 20 years,132
Female-65 years and older,3026
Female-55-64 years,851
Female-45-54 years,350
Female-20-44 years,458
Female-Less than 20 years,141
"Black or African American, non-Hispanic",30
"Asian or Pacific Islander, non-Hispanic",72
"American Indian or Alaska Native, non-Hispanic",184
Hispanic or Latino,992
Other Race,1099
Unknown,2636
"White, non-Hispanic",4614
