Category,Maricopa
Total_doses_administered,3246510
Total_people_one_dose,1841585
Total_people_complete,1601756
Total_doses_ordered,1670401
total_pouluation,4367835
Male-65 years and older,187401
Male-55-64 years,132263
Male-45-54 years,133387
Male-20-44 years,314980
Male-Less than 20 years,88589
Female-65 years and older,242172
Female-55-64 years,152122
Female-45-54 years,147191
Female-20-44 years,340689
Female-Less than 20 years,90911
"American Indian or Alaska Native, non-Hispanic",39633
"Black or African American, non-Hispanic",72040
"Asian or Pacific Islander, non-Hispanic",84184
Unknown,181251
Other Race,281709
Hispanic or Latino,342697
"White, non-Hispanic",840071
