Category,Santa Cruz
Total_doses_administered,73118
Total_people_one_dose,40652
Total_people_complete,36622
Total_doses_ordered,49512
total_pouluation,53161
Male-65 years and older,3659
Male-55-64 years,2680
Male-45-54 years,3131
Male-20-44 years,8039
Male-Less than 20 years,2753
Female-65 years and older,4430
Female-55-64 years,2713
Female-45-54 years,2972
Female-20-44 years,7426
Female-Less than 20 years,2779
"American Indian or Alaska Native, non-Hispanic",18
"Black or African American, non-Hispanic",36
"Asian or Pacific Islander, non-Hispanic",100
Other Race,2070
Unknown,2373
"White, non-Hispanic",4919
Hispanic or Latino,31136
